Phone Number,cluster,Recommended_Plan_1,Plan_1_ID,Plan_1_Cluster,Plan_1_Price,Plan_1_Score,Plan_1_Coverage,Plan_1_Utilization,Plan_1_Price_Score,Plan_1_Cluster_Score,Plan_1_Overage_Penalty,Plan_1_Fully_Covered,Recommended_Plan_2,Plan_2_ID,Plan_2_Cluster,Plan_2_Price,Plan_2_Score,Plan_2_Coverage,Plan_2_Utilization,Plan_2_Price_Score,Plan_2_Cluster_Score,Plan_2_Overage_Penalty,Plan_2_Fully_Covered,Recommended_Plan_3,Plan_3_ID,Plan_3_Cluster,Plan_3_Price,Plan_3_Score,Plan_3_Coverage,Plan_3_Utilization,Plan_3_Price_Score,Plan_3_Cluster_Score,Plan_3_Overage_Penalty,Plan_3_Fully_Covered
330-2662,0,HH Starter,C1-P1,0,34.69,0.7843,0.6352,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7888,0.7062,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7934,0.7557,1.0,0.7781,1,0.0,False
330-2693,1,MB Value,C2-P4,1,48.15,0.8986,1.0,0.7552,0.6903,1,0.1828,True,MB Plus,C2-P5,1,52.23,0.8782,1.0,0.7047,0.6364,1,0.2294,True,MB Starter,C2-P1,1,33.24,0.8585,0.8899,0.9594,1.0,1,0.0243,False
330-2849,0,HH Advance,C1-P7,0,58.5,0.8572,1.0,0.6943,0.5682,1,0.3218,True,HH Starter,C1-P1,0,34.69,0.811,0.8173,0.8786,0.9582,1,0.0971,False,HH Basic,C1-P2,0,39.29,0.8026,0.8663,0.8497,0.846,1,0.1164,False
330-2881,0,HH Advance,C1-P7,0,58.5,0.8955,1.0,0.8179,0.5682,1,0.1238,True,HH Starter,C1-P1,0,34.69,0.8191,0.7514,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.827,0.8341,0.9992,0.846,1,0.0004,False
330-3008,0,HH Plus,C1-P5,0,51.51,0.9152,1.0,0.8535,0.6453,1,0.0959,True,HH Select,C1-P6,0,54.2,0.9023,1.0,0.8158,0.6133,1,0.121,True,HH Advance,C1-P7,0,58.5,0.8849,1.0,0.7704,0.5682,1,0.1589,True
330-3429,1,MB Value,C2-P4,1,48.15,0.9032,1.0,0.7718,0.6903,1,0.1616,True,MB Plus,C2-P5,1,52.23,0.8829,1.0,0.7204,0.6364,1,0.2063,True,MB Starter,C2-P1,1,33.24,0.8668,0.8945,0.9925,1.0,1,0.0039,False
330-3589,0,HH Value,C1-P4,0,47.43,0.895,1.0,0.729,0.7008,1,0.1949,True,HH Plus,C1-P5,0,51.51,0.8744,1.0,0.6799,0.6453,1,0.2436,True,HH Select,C1-P6,0,54.2,0.862,1.0,0.6508,0.6133,1,0.2759,True
330-4364,1,MB Value,C2-P4,1,48.15,0.8819,1.0,0.7074,0.6903,1,0.2772,True,MB Plus,C2-P5,1,52.23,0.8617,1.0,0.6555,0.6364,1,0.3209,True,MB Starter,C2-P1,1,33.24,0.8444,0.8924,0.9,1.0,1,0.0833,False
330-4419,0,HH Value,C1-P4,0,47.43,0.9039,1.0,0.7646,0.7008,1,0.1594,True,HH Plus,C1-P5,0,51.51,0.8833,1.0,0.7151,0.6453,1,0.2074,True,HH Select,C1-P6,0,54.2,0.8709,1.0,0.6855,0.6133,1,0.239,True
330-4914,1,MB Standard,C2-P3,1,42.9,0.877,1.0,0.6566,0.7748,1,0.3769,True,MB Value,C2-P4,1,48.15,0.8493,1.0,0.6005,0.6903,1,0.4431,True,MB Plus,C2-P5,1,52.23,0.8329,1.0,0.5675,0.6364,1,0.4768,True
330-4978,2,EM Ultra,C3-P12,2,73.74,0.8249,1.0,0.6355,0.4508,1,0.38,True,EM Supreme,C3-P13,2,77.28,0.8167,1.0,0.6118,0.4301,1,0.3963,True,EM Starter,C3-P1,2,51.09,0.7799,0.9133,0.819,0.6506,1,0.1452,False
330-5168,0,HH Plus,C1-P5,0,51.51,0.8953,1.0,0.7744,0.6453,1,0.1763,True,HH Select,C1-P6,0,54.2,0.8825,1.0,0.7378,0.6133,1,0.2021,True,HH Advance,C1-P7,0,58.5,0.8652,1.0,0.6931,0.5682,1,0.2405,True
330-5255,0,HH Advance,C1-P7,0,58.5,0.8656,1.0,0.7149,0.5682,1,0.2686,True,HH Starter,C1-P1,0,34.69,0.8282,0.834,0.9262,0.9582,1,0.0462,False,HH Basic,C1-P2,0,39.29,0.8087,0.8623,0.8767,0.846,1,0.0844,False
330-5462,1,MB Value,C2-P4,1,48.15,0.884,1.0,0.7011,0.6903,1,0.2467,True,MB Plus,C2-P5,1,52.23,0.8639,1.0,0.6537,0.6364,1,0.296,True,MB Starter,C2-P1,1,33.24,0.8649,0.9311,0.9316,1.0,1,0.0417,False
330-5824,0,HH Starter,C1-P1,0,34.69,0.8195,0.7526,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8227,0.8257,0.9906,0.846,1,0.0049,False,HH Standard,C1-P3,0,42.72,0.8163,0.8553,0.9665,0.7781,1,0.0193,False
330-6165,1,MB Basic,C2-P2,1,37.32,0.9289,1.0,0.759,0.8907,1,0.1857,True,MB Standard,C2-P3,1,42.9,0.878,1.0,0.6476,0.7748,1,0.3539,True,MB Value,C2-P4,1,48.15,0.8481,1.0,0.5807,0.6903,1,0.4258,True
330-6208,0,HH Starter,C1-P1,0,34.69,0.8205,0.8444,0.8809,0.9582,1,0.0865,False,HH Basic,C1-P2,0,39.29,0.7997,0.8674,0.8377,0.846,1,0.1311,False,HH Standard,C1-P3,0,42.72,0.787,0.8827,0.8106,0.7781,1,0.1616,False
330-6436,0,HH Starter,C1-P1,0,34.69,0.7927,0.6632,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7986,0.7391,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8004,0.784,0.9924,0.7781,1,0.0039,False
330-6626,0,HH Value,C1-P4,0,47.43,0.9041,1.0,0.7653,0.7008,1,0.1579,True,HH Plus,C1-P5,0,51.51,0.8835,1.0,0.7132,0.6453,1,0.2031,True,HH Select,C1-P6,0,54.2,0.871,1.0,0.6831,0.6133,1,0.2342,True
330-6630,0,HH Standard,C1-P3,0,42.72,0.9011,1.0,0.7552,0.7781,1,0.2886,True,HH Value,C1-P4,0,47.43,0.8632,1.0,0.6465,0.7008,1,0.3889,True,HH Plus,C1-P5,0,51.51,0.8453,1.0,0.601,0.6453,1,0.4161,True
330-7137,0,HH Plus,C1-P5,0,51.51,0.9207,1.0,0.8754,0.6453,1,0.0745,True,HH Select,C1-P6,0,54.2,0.9078,1.0,0.8385,0.6133,1,0.0999,True,HH Advance,C1-P7,0,58.5,0.8905,1.0,0.7942,0.5682,1,0.1384,True
330-7483,1,MB Starter,C2-P1,1,33.24,0.7966,0.7284,0.905,1.0,1,0.0766,False,MB Basic,C2-P2,1,37.32,0.7997,0.7935,0.905,0.8907,1,0.0766,False,MB Standard,C2-P3,1,42.9,0.784,0.8585,0.8533,0.7748,1,0.1774,False
330-7486,1,MB Plus,C2-P5,1,52.23,0.891,1.0,0.755,0.6364,1,0.1768,True,MB Starter,C2-P1,1,33.24,0.8502,0.8475,0.98,1.0,1,0.0109,False,MB Basic,C2-P2,1,37.32,0.8575,0.9276,0.9787,0.8907,1,0.0115,False
330-7754,1,MB Starter,C2-P1,1,33.24,0.8266,0.7682,0.9813,1.0,1,0.0101,False,MB Basic,C2-P2,1,37.32,0.8226,0.825,0.9593,0.8907,1,0.0243,False,MB Standard,C2-P3,1,42.9,0.8363,0.9481,0.9328,0.7748,1,0.0428,False
330-8142,0,HH Value,C1-P4,0,47.43,0.9112,1.0,0.8004,0.7008,1,0.1396,True,HH Plus,C1-P5,0,51.51,0.8905,1.0,0.7496,0.6453,1,0.1871,True,HH Select,C1-P6,0,54.2,0.8781,1.0,0.7207,0.6133,1,0.2201,True
330-8173,2,EM Starter,C3-P1,2,51.09,0.808,0.8679,1.0,0.6506,1,0.0,False,EM Basic,C3-P2,2,51.74,0.8097,0.8778,1.0,0.6424,1,0.0,False,EM Standard,C3-P3,2,54.3,0.8115,0.9044,0.9919,0.6122,1,0.0042,False
330-8351,0,HH Plus,C1-P5,0,51.51,0.9104,1.0,0.8307,0.6453,1,0.1102,True,HH Select,C1-P6,0,54.2,0.8974,1.0,0.7931,0.6133,1,0.1352,True,HH Advance,C1-P7,0,58.5,0.8802,1.0,0.7491,0.5682,1,0.174,True
330-9294,1,MB Starter,C2-P1,1,33.24,0.827,0.7566,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8314,0.8261,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.823,0.9098,0.9267,0.7748,1,0.0519,False
330-9354,2,EM Advance,C3-P7,2,60.75,0.8986,1.0,0.8509,0.5472,1,0.1114,True,EM Pro,C3-P8,2,63.42,0.8791,1.0,0.7976,0.5241,1,0.1911,True,EM Elite,C3-P9,2,65.79,0.8642,1.0,0.767,0.5052,1,0.2663,True
330-9833,0,HH Select,C1-P6,0,54.2,0.9061,1.0,0.831,0.6133,1,0.1059,True,HH Advance,C1-P7,0,58.5,0.8887,1.0,0.786,0.5682,1,0.1438,True,HH Starter,C1-P1,0,34.69,0.8261,0.7746,1.0,0.9582,1,0.0,False
331-1391,0,HH Starter,C1-P1,0,34.69,0.8153,0.7386,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.821,0.8138,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8269,0.8674,1.0,0.7781,1,0.0,False
331-2144,0,HH Advance,C1-P7,0,58.5,0.8777,1.0,0.7469,0.5682,1,0.1958,True,HH Starter,C1-P1,0,34.69,0.8213,0.7922,0.9525,0.9582,1,0.0293,False,HH Basic,C1-P2,0,39.29,0.8288,0.873,0.9525,0.846,1,0.0293,False
331-3174,1,MB Starter,C2-P1,1,33.24,0.9261,1.0,0.6816,1.0,1,0.2616,True,MB Basic,C2-P2,1,37.32,0.8929,1.0,0.6265,0.8907,1,0.3464,True,MB Standard,C2-P3,1,42.9,0.8424,1.0,0.5079,0.7748,1,0.4997,True
331-3202,0,HH Advance,C1-P7,0,58.5,0.8758,1.0,0.7418,0.5682,1,0.207,True,HH Starter,C1-P1,0,34.69,0.8457,0.8446,0.9928,0.9582,1,0.0036,False,HH Basic,C1-P2,0,39.29,0.8334,0.8889,0.9515,0.846,1,0.0289,False
331-3698,1,MB Starter,C2-P1,1,33.24,0.8141,0.7135,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8155,0.7803,0.989,0.8907,1,0.0057,False,MB Standard,C2-P3,1,42.9,0.8269,0.8989,0.9572,0.7748,1,0.0258,False
331-3842,1,MB Value,C2-P4,1,48.15,0.8972,1.0,0.7563,0.6903,1,0.1976,True,MB Plus,C2-P5,1,52.23,0.8769,1.0,0.7084,0.6364,1,0.2479,True,MB Starter,C2-P1,1,33.24,0.8424,0.8602,0.9289,1.0,1,0.0497,False
331-4184,0,HH Starter,C1-P1,0,34.69,0.8217,0.7599,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8283,0.8379,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8301,0.8834,0.9919,0.7781,1,0.0042,False
331-4807,0,HH Select,C1-P6,0,54.2,0.8764,1.0,0.7198,0.6133,1,0.2356,True,HH Advance,C1-P7,0,58.5,0.8591,1.0,0.6767,0.5682,1,0.276,True,HH Starter,C1-P1,0,34.69,0.8399,0.8636,0.94,0.9582,1,0.0395,False
331-4902,0,HH Advance,C1-P7,0,58.5,0.8823,1.0,0.7631,0.5682,1,0.1738,True,HH Starter,C1-P1,0,34.69,0.8332,0.8065,0.9875,0.9582,1,0.0066,False,HH Basic,C1-P2,0,39.29,0.8411,0.8891,0.9875,0.846,1,0.0066,False
331-5138,1,MB Value,C2-P4,1,48.15,0.8859,1.0,0.7005,0.6903,1,0.2273,True,MB Plus,C2-P5,1,52.23,0.8659,1.0,0.6544,0.6364,1,0.2774,True,MB Starter,C2-P1,1,33.24,0.8752,0.947,0.9566,1.0,1,0.0242,False
331-5919,1,MB Standard,C2-P3,1,42.9,0.9397,1.0,0.8752,0.7748,1,0.0782,True,MB Value,C2-P4,1,48.15,0.9093,1.0,0.7978,0.6903,1,0.1396,True,MB Plus,C2-P5,1,52.23,0.8892,1.0,0.7493,0.6364,1,0.1866,True
331-5962,0,HH Advance,C1-P7,0,58.5,0.8933,1.0,0.8133,0.5682,1,0.1389,True,HH Starter,C1-P1,0,34.69,0.8111,0.7452,0.97,0.9582,1,0.017,False,HH Basic,C1-P2,0,39.29,0.8169,0.8208,0.97,0.846,1,0.017,False
331-5999,0,HH Starter,C1-P1,0,34.69,0.8169,0.7438,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8267,0.8326,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8246,0.8735,0.9795,0.7781,1,0.0112,False
331-6229,0,HH Advance,C1-P7,0,58.5,0.8804,1.0,0.7607,0.5682,1,0.1888,True,HH Starter,C1-P1,0,34.69,0.8168,0.7789,0.95,0.9582,1,0.0312,False,HH Basic,C1-P2,0,39.29,0.8242,0.8599,0.95,0.846,1,0.0312,False
331-6270,1,MB Value,C2-P4,1,48.15,0.8837,1.0,0.7335,0.6903,1,0.2989,True,MB Plus,C2-P5,1,52.23,0.8632,1.0,0.6795,0.6364,1,0.3419,True,MB Starter,C2-P1,1,33.24,0.8296,0.8611,0.8825,1.0,1,0.1108,False
331-6629,1,MB Value,C2-P4,1,48.15,0.9128,1.0,0.8154,0.6903,1,0.1302,True,MB Plus,C2-P5,1,52.23,0.8922,1.0,0.7582,0.6364,1,0.17,True,MB Starter,C2-P1,1,33.24,0.8512,0.8476,0.985,1.0,1,0.008,False
331-7342,0,HH Starter,C1-P1,0,34.69,0.8124,0.734,0.9925,0.9582,1,0.0039,False,HH Basic,C1-P2,0,39.29,0.8167,0.8043,0.9925,0.846,1,0.0039,False,HH Standard,C1-P3,0,42.72,0.8212,0.8534,0.9925,0.7781,1,0.0039,False
331-7425,0,HH Starter,C1-P1,0,34.69,0.8041,0.7013,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8097,0.7758,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8155,0.8292,1.0,0.7781,1,0.0,False
331-8462,1,MB Basic,C2-P2,1,37.32,0.9546,1.0,0.8631,0.8907,1,0.0852,True,MB Standard,C2-P3,1,42.9,0.9032,1.0,0.7168,0.7748,1,0.2052,True,MB Value,C2-P4,1,48.15,0.8734,1.0,0.6493,0.6903,1,0.2755,True
331-8484,1,MB Standard,C2-P3,1,42.9,0.9074,1.0,0.7444,0.7748,1,0.2053,True,MB Value,C2-P4,1,48.15,0.877,1.0,0.6734,0.6903,1,0.2752,True,MB Plus,C2-P5,1,52.23,0.8569,1.0,0.631,0.6364,1,0.3319,True
331-8713,1,MB Value,C2-P4,1,48.15,0.9131,1.0,0.8164,0.6903,1,0.1295,True,MB Plus,C2-P5,1,52.23,0.8927,1.0,0.7642,0.6364,1,0.1741,True,MB Starter,C2-P1,1,33.24,0.8402,0.825,0.9647,1.0,1,0.0205,False
331-8909,1,MB Standard,C2-P3,1,42.9,0.9129,1.0,0.7786,0.7748,1,0.2015,True,MB Value,C2-P4,1,48.15,0.8821,1.0,0.7067,0.6903,1,0.2748,True,MB Plus,C2-P5,1,52.23,0.8616,1.0,0.6646,0.6364,1,0.3358,True
331-9149,0,HH Value,C1-P4,0,47.43,0.9119,1.0,0.8047,0.7008,1,0.1391,True,HH Plus,C1-P5,0,51.51,0.8909,1.0,0.7483,0.6453,1,0.1816,True,HH Select,C1-P6,0,54.2,0.8782,1.0,0.7145,0.6133,1,0.2096,True
331-9293,0,HH Advance,C1-P7,0,58.5,0.8632,1.0,0.6933,0.5682,1,0.2601,True,HH Starter,C1-P1,0,34.69,0.8335,0.8472,0.9315,0.9582,1,0.0408,False,HH Basic,C1-P2,0,39.29,0.8289,0.9051,0.9074,0.846,1,0.0569,False
331-9861,0,HH Starter,C1-P1,0,34.69,0.8379,0.8329,0.9721,0.9582,1,0.0153,False,HH Basic,C1-P2,0,39.29,0.82,0.868,0.9175,0.846,1,0.0497,False,HH Standard,C1-P3,0,42.72,0.8095,0.8914,0.8856,0.7781,1,0.075,False
332-1060,0,HH Standard,C1-P3,0,42.72,0.9351,1.0,0.8531,0.7781,1,0.0962,True,HH Value,C1-P4,0,47.43,0.8936,1.0,0.728,0.7008,1,0.2068,True,HH Plus,C1-P5,0,51.51,0.873,1.0,0.6768,0.6453,1,0.2535,True
332-1109,0,HH Value,C1-P4,0,47.43,0.8936,1.0,0.7351,0.7008,1,0.2183,True,HH Plus,C1-P5,0,51.51,0.8727,1.0,0.6855,0.6453,1,0.269,True,HH Select,C1-P6,0,54.2,0.8601,1.0,0.6555,0.6133,1,0.3018,True
332-1494,0,HH Plus,C1-P5,0,51.51,0.8589,1.0,0.65,0.6453,1,0.3541,True,HH Select,C1-P6,0,54.2,0.8462,1.0,0.6258,0.6133,1,0.3963,True,HH Advance,C1-P7,0,58.5,0.8286,1.0,0.5943,0.5682,1,0.4579,True
332-1502,1,MB Plus,C2-P5,1,52.23,0.879,1.0,0.7237,0.6364,1,0.2504,True,MB Starter,C2-P1,1,33.24,0.8469,0.8688,0.9344,1.0,1,0.0386,False,MB Basic,C2-P2,1,37.32,0.8229,0.8869,0.8773,0.8907,1,0.0833,False
332-1690,0,HH Value,C1-P4,0,47.43,0.923,1.0,0.8548,0.7008,1,0.1032,True,HH Plus,C1-P5,0,51.51,0.9017,1.0,0.7938,0.6453,1,0.1418,True,HH Select,C1-P6,0,54.2,0.8889,1.0,0.7583,0.6133,1,0.168,True
332-2126,1,MB Value,C2-P4,1,48.15,0.9114,1.0,0.8125,0.6903,1,0.1399,True,MB Plus,C2-P5,1,52.23,0.8908,1.0,0.7555,0.6364,1,0.1801,True,MB Starter,C2-P1,1,33.24,0.8489,0.8469,0.975,1.0,1,0.0139,False
332-2137,0,HH Value,C1-P4,0,47.43,0.8546,1.0,0.6118,0.7008,1,0.4231,True,HH Plus,C1-P5,0,51.51,0.8376,1.0,0.5783,0.6453,1,0.4599,True,HH Select,C1-P6,0,54.2,0.8284,1.0,0.5615,0.6133,1,0.4783,True
332-2258,0,HH Value,C1-P4,0,47.43,0.8852,1.0,0.6947,0.7008,1,0.2409,True,HH Plus,C1-P5,0,51.51,0.865,1.0,0.6532,0.6453,1,0.298,True,HH Select,C1-P6,0,54.2,0.8527,1.0,0.6284,0.6133,1,0.3359,True
332-2275,1,MB Plus,C2-P5,1,52.23,0.9222,1.0,0.8904,0.6364,1,0.0683,True,MB Starter,C2-P1,1,33.24,0.819,0.73,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.825,0.8047,1.0,0.8907,1,0.0,False
332-2462,1,MB Starter,C2-P1,1,33.24,0.8177,0.8567,0.8309,1.0,1,0.1391,False,MB Basic,C2-P2,1,37.32,0.7937,0.8731,0.7882,0.8907,1,0.2006,False,MB Standard,C2-P3,1,42.9,0.7755,0.9378,0.7122,0.7748,1,0.2884,False
332-2650,0,HH Value,C1-P4,0,47.43,0.8843,1.0,0.7012,0.7008,1,0.2602,True,HH Plus,C1-P5,0,51.51,0.8636,1.0,0.6575,0.6453,1,0.318,True,HH Select,C1-P6,0,54.2,0.8511,1.0,0.6327,0.6133,1,0.3575,True
332-2889,1,MB Value,C2-P4,1,48.15,0.9076,1.0,0.7915,0.6903,1,0.1465,True,MB Plus,C2-P5,1,52.23,0.8872,1.0,0.7377,0.6364,1,0.1896,True,MB Starter,C2-P1,1,33.24,0.8611,0.8771,0.9898,1.0,1,0.0053,False
332-2965,0,HH Value,C1-P4,0,47.43,0.8889,1.0,0.7019,0.7008,1,0.2149,True,HH Plus,C1-P5,0,51.51,0.8686,1.0,0.6562,0.6453,1,0.2667,True,HH Select,C1-P6,0,54.2,0.8562,1.0,0.6303,0.6133,1,0.3029,True
332-3381,1,MB Plus,C2-P5,1,52.23,0.8813,1.0,0.7315,0.6364,1,0.2392,True,MB Starter,C2-P1,1,33.24,0.8475,0.8644,0.9441,1.0,1,0.0345,False,MB Basic,C2-P2,1,37.32,0.8362,0.9064,0.9135,0.8907,1,0.0631,False
332-3544,1,MB Starter,C2-P1,1,33.24,0.8122,0.7074,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8163,0.7757,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.829,0.9002,0.965,0.7748,1,0.0203,False
332-3617,0,HH Plus,C1-P5,0,51.51,0.9072,1.0,0.8162,0.6453,1,0.1204,True,HH Select,C1-P6,0,54.2,0.8944,1.0,0.7801,0.6133,1,0.1463,True,HH Advance,C1-P7,0,58.5,0.8771,1.0,0.7358,0.5682,1,0.185,True
332-3642,1,MB Starter,C2-P1,1,33.24,0.8184,0.7279,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8235,0.7998,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.8064,0.8659,0.908,0.7748,1,0.0582,False
332-3693,1,MB Starter,C2-P1,1,33.24,0.8452,0.8773,0.9157,1.0,1,0.0536,False,MB Basic,C2-P2,1,37.32,0.8363,0.9256,0.883,0.8907,1,0.0738,False,MB Standard,C2-P3,1,42.9,0.7962,0.9451,0.7706,0.7748,1,0.1916,False
332-3804,1,MB Value,C2-P4,1,48.15,0.8718,1.0,0.6737,0.6903,1,0.3282,True,MB Plus,C2-P5,1,52.23,0.8515,1.0,0.635,0.6364,1,0.3924,True,MB Starter,C2-P1,1,33.24,0.8287,0.8852,0.8395,1.0,1,0.1281,False
332-4289,1,MB Value,C2-P4,1,48.15,0.9178,1.0,0.8329,0.6903,1,0.1072,True,MB Plus,C2-P5,1,52.23,0.8973,1.0,0.7779,0.6364,1,0.1488,True,MB Starter,C2-P1,1,33.24,0.8494,0.8312,1.0,1.0,1,0.0,False
332-4291,1,MB Starter,C2-P1,1,33.24,0.8094,0.762,0.915,1.0,1,0.0644,False,MB Basic,C2-P2,1,37.32,0.8143,0.8329,0.915,0.8907,1,0.0644,False,MB Standard,C2-P3,1,42.9,0.8004,0.9037,0.86,0.7748,1,0.1591,False
332-5084,0,HH Value,C1-P4,0,47.43,0.8989,1.0,0.7541,0.7008,1,0.1937,True,HH Plus,C1-P5,0,51.51,0.878,1.0,0.7043,0.6453,1,0.2439,True,HH Select,C1-P6,0,54.2,0.8655,1.0,0.6773,0.6133,1,0.2811,True
332-5521,1,MB Value,C2-P4,1,48.15,0.9005,1.0,0.7648,0.6903,1,0.1774,True,MB Plus,C2-P5,1,52.23,0.8801,1.0,0.7107,0.6364,1,0.2195,True,MB Starter,C2-P1,1,33.24,0.8542,0.8779,0.9558,1.0,1,0.0255,False
332-5582,1,MB Standard,C2-P3,1,42.9,0.9224,1.0,0.8001,0.7748,1,0.1388,True,MB Value,C2-P4,1,48.15,0.8923,1.0,0.7292,0.6903,1,0.2067,True,MB Plus,C2-P5,1,52.23,0.8723,1.0,0.6864,0.6364,1,0.2611,True
332-5596,1,MB Standard,C2-P3,1,42.9,0.8983,1.0,0.6997,0.7748,1,0.2291,True,MB Value,C2-P4,1,48.15,0.8685,1.0,0.636,0.6903,1,0.3047,True,MB Plus,C2-P5,1,52.23,0.8486,1.0,0.5966,0.6364,1,0.3633,True
332-5820,1,MB Starter,C2-P1,1,33.24,0.7942,0.6475,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.7975,0.713,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.8117,0.8328,0.9786,0.7748,1,0.0117,False
332-5949,0,HH Starter,C1-P1,0,34.69,0.7945,0.6692,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8002,0.7445,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8061,0.7979,1.0,0.7781,1,0.0,False
332-5964,1,MB Starter,C2-P1,1,33.24,0.8387,0.8093,0.98,1.0,1,0.0109,False,MB Basic,C2-P2,1,37.32,0.8364,0.8676,0.9636,0.8907,1,0.0197,False,MB Standard,C2-P3,1,42.9,0.8082,0.9112,0.8601,0.7748,1,0.1037,False
332-6139,1,MB Starter,C2-P1,1,33.24,0.7993,0.7909,0.8575,1.0,1,0.1657,False,MB Basic,C2-P2,1,37.32,0.8054,0.8659,0.8575,0.8907,1,0.1657,False,MB Standard,C2-P3,1,42.9,0.794,0.9354,0.8163,0.7748,1,0.2527,False
332-6181,0,HH Starter,C1-P1,0,34.69,0.8175,0.746,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8248,0.8263,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.825,0.8687,0.9888,0.7781,1,0.0059,False
332-6633,0,HH Starter,C1-P1,0,34.69,0.8226,0.8608,0.8684,0.9582,1,0.0962,False,HH Basic,C1-P2,0,39.29,0.8027,0.8867,0.8265,0.846,1,0.1419,False,HH Standard,C1-P3,0,42.72,0.7906,0.9039,0.8004,0.7781,1,0.1735,False
332-6934,1,MB Starter,C2-P1,1,33.24,0.8474,0.8367,0.9822,1.0,1,0.0092,False,MB Basic,C2-P2,1,37.32,0.842,0.8892,0.9594,0.8907,1,0.0229,False,MB Standard,C2-P3,1,42.9,0.8173,0.9412,0.8592,0.7748,1,0.1013,False
332-6958,1,MB Standard,C2-P3,1,42.9,0.9251,1.0,0.8079,0.7748,1,0.1226,True,MB Value,C2-P4,1,48.15,0.8951,1.0,0.7355,0.6903,1,0.1879,True,MB Plus,C2-P5,1,52.23,0.8752,1.0,0.6912,0.6364,1,0.2394,True
332-7391,0,HH Select,C1-P6,0,54.2,0.9275,1.0,0.9295,0.6133,1,0.0388,True,HH Advance,C1-P7,0,58.5,0.9097,1.0,0.8777,0.5682,1,0.0716,True,HH Starter,C1-P1,0,34.69,0.7998,0.6869,1.0,0.9582,1,0.0,False
332-7607,0,HH Standard,C1-P3,0,42.72,0.9386,1.0,0.8663,0.7781,1,0.0806,True,HH Value,C1-P4,0,47.43,0.8972,1.0,0.7416,0.7008,1,0.1915,True,HH Plus,C1-P5,0,51.51,0.8765,1.0,0.6893,0.6453,1,0.2366,True
332-8103,0,HH Advance,C1-P7,0,58.5,0.8655,1.0,0.7252,0.5682,1,0.2851,True,HH Starter,C1-P1,0,34.69,0.8204,0.8181,0.9145,0.9582,1,0.0593,False,HH Basic,C1-P2,0,39.29,0.8081,0.8596,0.8854,0.846,1,0.0951,False
332-8160,0,HH Advance,C1-P7,0,58.5,0.8942,1.0,0.8128,0.5682,1,0.1294,True,HH Starter,C1-P1,0,34.69,0.8221,0.7612,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8237,0.8309,0.9878,0.846,1,0.0064,False
332-8764,1,MB Starter,C2-P1,1,33.24,0.8341,0.7939,0.98,1.0,1,0.0109,False,MB Basic,C2-P2,1,37.32,0.8375,0.8623,0.9764,0.8907,1,0.0127,False,MB Standard,C2-P3,1,42.9,0.8099,0.9063,0.8751,0.7748,1,0.0947,False
332-9118,0,HH Standard,C1-P3,0,42.72,0.9562,1.0,0.9484,0.7781,1,0.0278,True,HH Value,C1-P4,0,47.43,0.9141,1.0,0.8126,0.7008,1,0.129,True,HH Plus,C1-P5,0,51.51,0.8931,1.0,0.7555,0.6453,1,0.1703,True
